,company_name,model,price,status,body_type,fuel_type,engine_desc,fuel_system,cooling,displacement,max_power,max_torque,cylinders_count,overall_lenght,overall_width,overall_height,seat_height,ground_clearance,wheelbase,kerb_wet,fuel_tank,bore,stroke,gears_count,clutch,gearbox,front_brake,rear_brake,front_suspension,rear_suspension,zero_cent,speedometer,tachometer,trip_meter,clock,electric_start
187,FB Mondial,FB Mondial HPS,"
₹ 3,37,000
",available,Cafe Racer,Petrol,"Single Cylinder, 4-stroke, DOHC",NaN,Liquid Cooling,249 cc,24.8 HP @ 9000 rpm,22 Nm @ 7000 rpm,1,2016 mm,765 mm,1060 mm,785 mm,155 mm,1370 mm,NaN,9 litres,77 mm,53.6 mm,6,NaN,Manual,"280mm Disc, 4-Piston Caliper","220mm Disc, 1-Piston Caliper",41mm USD Forks,Dual Shock Absorbers,NaN,Digital,Digital,NaN,NaN,NaN
188,GenXT,GenXT Evera,"
NA
",available,Commuter,NaN,NaN,NaN,NaN,NaN,24V DC Motor,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Automatic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,None,None,NaN,0
189,GenXT,GenXT Power,"
NA
",available,Commuter,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.00 kg,NaN,NaN,NaN,Automatic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,0
190,Global Auto,Global Auto Rock,"
NA
",available,Commuter,NaN,97.2cc,NaN,NaN,97.2 cc,[email protected],[email protected],NaN,1930.00 mm,740.00 mm,800.00 mm,NaN,170.00 mm,1200.00 mm,87.00 kg,NaN,50 mm,49.5 mm,4 Speed,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,0
191,Global Auto,Global Auto UFO,"
NA
",available,Scooterette,NaN,149.6cc,NaN,NaN,149.6 cc,[email protected],[email protected],NaN,1870.00 mm,670.00 mm,1220.00 mm,NaN,NaN,1275.00 mm,108.00 kg,4.80 litres,57.4 mm,57.8 mm,Automatic,NaN,NaN,NaN,Mech. Expanding shoe & drum 130mm,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
192,Global Auto,Global Auto Xpression,"
NA
",available,Commuter,NaN,124cc,NaN,NaN,124 cc,[email protected],[email protected],NaN,2040.00 mm,780.00 mm,1130.00 mm,NaN,140.00 mm,1280.00 mm,127.00 kg,15.00 litres,56.5 mm,49.5 mm,5 Speed,NaN,NaN,Disc,Mech. Expanding shoe & drum,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
193,Green Electric,Green Electric Flamz,"
NA
",available,Scooterette,NaN,Brushless Hub Motor,NaN,NaN,NaN,<250 Watts,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Automatic,NaN,NaN,Drum,Drum,NaN,NaN,NaN,Analogue,None,None,NaN,1
194,Green Electric,Green Electric Windz,"
NA
",available,Scooterette,NaN,Brushless Hub Motor,NaN,NaN,NaN,<250 Watts,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Automatic,NaN,NaN,Drum,Drum,NaN,NaN,NaN,Analogue,None,None,NaN,1
195,Harley-Davidson,Harley-Davidson CVO,"
₹ 26,00,000 - ₹ 49,99,000
",available,Touring,Petrol,Twin-Cooled™ High Output Twin Cam 103™,Electronic Sequential Port Fuel Injection (ESPFI),Air Cooling,1690 cc,NaN,138 Nm @ 3750 rpm,2,2600 mm,884 mm,1448 mm,740 mm,115 mm,1625 mm,411 kg,22.70 litres,98.4 mm,111.1 mm,6,NaN,NaN,32mm 4 Piston Fixed,32mm 4 Piston Fixed,41.3 mm telescopic,"Hydraulic, adjustable",NaN,Analog,Analog,NaN,NaN,1
196,Harley-Davidson,Harley-Davidson Dyna,"
₹ 11,73,000 - ₹ 17,00,000
",available,Cruiser,Petrol,Milwaukee-Eight™ 107,Electronic Sequential Port Fuel Injection (ESPFI),NaN,1745 cc,NaN,144 Nm @ 3000 rpm,2,2320 mm,NaN,NaN,675 mm,125 mm,1630 mm,298 kg,14.1 litres,100 mm,111.1 mm,6,NaN,NaN,4-piston fixed,2-piston floating,Telescopic Fork,High Performance Mono Shock,NaN,Digital,Digital,Digital,NaN,1
197,Harley-Davidson,Harley-Davidson Fat,"
₹ 13,52,000 - ₹ 18,11,000
",available,Cruiser,Petrol,"Air-cooled, Twin Cam 96",Electronic Sequential Port Fuel Injection (ESPFI),Air Cooling,1585 cc,65 Bhp @ 5500 rpm,121 Nm @ 3500 rpm,2,2400 mm,890 mm,1130 mm,690 mm,125 mm,1620 mm,321 kg,18.9 litres,95.3 mm,111.1 mm,6,NaN,NaN,"Twin 299mm Discs, 4-piston Caliper","292mm Single Disc, 2-piston Caliper",Telescopic Forks,Coil-over Shock,NaN,Tank-mounted electronic speedometer,Analog,Digital-2,NaN,1
198,Harley-Davidson,Harley-Davidson Heritage,"
₹ 19,71,000
",available,Touring,Petrol,Milwaukee-Eight™ 107,Electronic Sequential Port Fuel Injection (ESPFI),NaN,1745 cc,NaN,144 Nm @ 3000 rpm,2,2410 mm,NaN,NaN,685 mm,120 mm,1630 mm,330 kg,19.1 litres,100 mm,111.1 mm,6,NaN,NaN,4-piston Fixed,2-piston Floating,Telescopic,Mono Shock Absorber,NaN,Digital,Analog,Digital,Digital,1
199,Harley-Davidson,Harley-Davidson Softail,"
₹ 13,59,000 - ₹ 20,00,000
",available,Touring,Petrol,Milwaukee-Eight™ 107,Electronic Sequential Port Fuel Injection (ESPFI),NaN,1745 cc,NaN,144 Nm @ 3000 rpm,2,2410 mm,NaN,NaN,685 mm,120 mm,1630 mm,330 kg,19.1 litres,100 mm,111.1 mm,6,NaN,NaN,4-piston Fixed,2-piston Floating,Telescopic,Mono Shock Absorber,NaN,Digital,Analog,Digital,Digital,1
200,Harley-Davidson,Harley-Davidson Sportster,"
₹ 6,32,000 - ₹ 12,10,000
",available,Cruiser,Petrol,"Air-cooled, Evolution",Electronic Sequential Port Fuel Injection (ESPFI),Air Cooling,883 cc,NaN,69 NM @ 3750 rpm,2,2215 mm,NaN,NaN,695 mm,100 mm,1500 mm,255 kg,17 litres,76.2 mm,96.8 mm,5,NaN,NaN,Dual-piston,Dual-piston,NaN,NaN,NaN,Handlebar-mounted electronic speedometer,NaN,Digital-2,NaN,1
201,Harley-Davidson,Harley-Davidson Street,"
₹ 3,00,000 - ₹ 12,59,000
",available,Cruiser,Petrol,"Liquid-cooled, Revolution X™ V-Twin","Mikuni Single Port Fuel Injection, 38 mm bore",Liquid Cooling,749 cc,NaN,59 NM @ 3750 rpm,2,2215 mm,NaN,NaN,720 mm,145 mm,1520 mm,233 kg,13.10 litres,85 mm,66 mm,6,NaN,NaN,292mm Single Disc (2-piston Caliper),260mm Single Disc (2-piston Caliper),Telescopic forks,Twin shock,6.15 secs,Analog,0,Digital,NaN,1
202,Harley-Davidson,Harley-Davidson Touring,"
₹ 24,99,000 - ₹ 29,99,000
",available,Touring,Petrol,"Air-cooled, High Output Twin Cam 103™ with integrated oil cooler",Electronic Sequential Port Fuel Injection (ESPFI),Air Cooling,1690 cc,NaN,138 Nm @ 3500 rpm,2,2451.1 mm,NaN,NaN,678.18 mm,134.62 mm,1625.6 mm,371 kg,22.7 litres,98.2 mm,111 mm,6,NaN,NaN,32mm 4 Piston Fixed,32mm 4 Piston Fixed,NaN,NaN,NaN,Tank-mounted electronic speedometer with ergonomic hand controls with intuitive design for improved tactile feel,Analog,NaN,NaN,1
203,Harley-Davidson,Harley-Davidson VRSC,"
₹ 21,92,000
",available,Cruiser,Petrol,"Liquid-cooled, Revolution, 60° V-Twin",Electronic Sequential Port Fuel Injection (ESPFI),Liquid Cooling,1247 cc,NaN,111 Nm @ 7200 rpm,2,2440 mm,870 mm,1060 mm,675 mm,115 mm,1705 mm,302 kg,18.9 litres,105 mm,72 mm,5,"Multi-plate, wet, assist and slip",NaN,"4 Piston, Dual Disc","4 Piston, Disc","Wide, 49 mm custom",Preload adjustable,NaN,Yes (Electronic),Analog,Digital-2,NaN,1
204,Harley-Davidson,Harley-Davidson LiveWire,"
₹ 12,00,000
",expected,Cruiser,Electric,Electric/Battery Powered,NaN,NaN,NaN,74 BHP,70 NM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Adjustable fork,Monoshock,NaN,Digital,None,Digital,NaN,1
205,Harley-Davidson,Harley-Davidson Streetfighter,"
₹ 3,50,000
",expected,Naked,Petrol,"338cc, Twin-Cylinder, Liquid-Cooled",Fuel Injection,Liquid-Cooled,338 cc,Not Revealed,Not Revealed,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Dual Discs,Single Disc,USD Telescopic Forks,Monoshock,NaN,Digital,Digital,Digital,Digital,1
206,Harley-Davidson,Harley-Davidson Dyna (2010),"
NA
",discontinued,Cruiser,NaN,"1584cc, Twin Cam 96B",NaN,Air Cooling,1584 cc,NaN,126 Nm @ 3000 rpm,NaN,2395.00 mm,NaN,NaN,NaN,130.00 mm,1638.00 mm,313.00 kg,19.00 litres,95 mm,111 mm,6 Manual,NaN,NaN,4-piston,2-piston,41.3mm telescopic,"Hidden, horizontal-mounted, coil-over",NaN,Digital,Analogue,Digital-2,NaN,1
207,Harley-Davidson,Harley-Davidson Softail (2010),"
₹ 18,00,000
",discontinued,Cruiser,NaN,"1584cc, Twin Cam 96B",NaN,Air Cooling,1584 cc,NaN,126 Nm @ 3000 rpm,NaN,2406.00 mm,NaN,NaN,NaN,122.00 mm,1639.00 mm,315.00 kg,19.00 litres,95 mm,111 mm,6 Manual,NaN,NaN,4-piston,2-piston,41.3mm telescopic,"Hidden, horizontal-mounted, coil-over",NaN,Digital,Analogue,Digital-2,NaN,1
208,Harley-Davidson,Harley-Davidson Sportster (2010),"
NA
",discontinued,Cruiser,NaN,"1200cc, Evolution",NaN,Air Cooling,1200 cc,NaN,107 Nm @ 4000 rpm,NaN,2263.00 mm,NaN,NaN,NaN,111.00 mm,1516.00 mm,252.00 kg,17.00 litres,88 mm,96 mm,6 Manual,NaN,NaN,Dual Piston Disc,Single Piston Disc,NaN,NaN,NaN,Analogue,Analogue,None,NaN,1
209,Harley-Davidson,Harley-Davidson VRSC (2010),"
₹ 15,00,000
",discontinued,Cruiser,NaN,"1250cc, 60° V-Twin",NaN,Liquid Cooling,1250 cc,NaN,115 Nm @ 7000 rpm,NaN,2397.00 mm,NaN,NaN,NaN,127.00 mm,1706.00 mm,288.00 kg,18.00 litres,105 mm,72 mm,6 Manual,NaN,NaN,"4 Piston, Dual Disc","4 Piston, Disc",NaN,NaN,NaN,Analogue,Analogue,Digital-2,NaN,1
210,Hero,Hero Achiever (2017),"
₹ 62,800 - ₹ 67,900
",available,Commuter,Petrol,"Air-cooled, 4-stroke single cylinder OHC",CV with Throttle Sensor,Air Cooling,149.1 cc,13.4 HP @ 8000 rpm,12.80 NM @ 5000 rpm,1,2060 mm,763 mm,1086 mm,800 mm,160 mm,1290 mm,139 kg,13 litres,57.3 mm,57.8 mm,5,Multiplate Wet Type,NaN,240mm Disc,130mm Drum,Telescopic hydraulic shock absorbers,Rectangular swing arm with adjustable hydraulic shock absorber,NaN,Analogue,Analogue,NaN,NaN,1
211,Hero,Hero Destini 125,"
₹ 55,580 - ₹ 58,430
",available,Scooter,Petrol,"124.6cc, Air Cooled, 4 Stroke, SI Engine",Fuel Injection,Air-Cooled,124.6 cc,8.9 HP @ 7000 rpm,10.4 Nm @ 5500 rpm,1,1809 mm,729 mm,1154 mm,778 mm,155 mm,1245 mm,114 kg,5 litres,NaN,NaN,Automatic,"Dry, Centrifugal",Variomatic Drive,130mm Drum,130mm Drum,"Telescopic, Hydraulic Shock Absorbers",Unit Swing with Spring Loaded Hydraulic Damper,NaN,Analog,NaN,Digital,NaN,1
212,Hero,Hero Duet,"
₹ 48,280 - ₹ 52,000
",available,Scooter,Petrol,"110.9cc, Air cooled, 4 - Stroke, Single Cylinder, OHC",NaN,Air Cooling,110.9 cc,8 HP @ 7500 rpm,8.7 Nm @ 5500 rpm,1,1830 mm,726 mm,1139 mm,770 mm,155 mm,1245 mm,116 kg,5.5 litres,NaN,NaN,Automatic,Automatic Clutch,Variomatic Drive (2.51 - 0.85),Drum,Drum,"Telescopic, Hydraulic Shock Absorbers",Unit Swing with Spring Loaded Hydraulic Damper,NaN,Analog,NaN,NaN,Digital,1
213,Hero,Hero Glamour,"
₹ 57,400 - ₹ 63,600
",available,Commuter,Petrol,"Air cooled, 4-stroke single cylinder OHC",NaN,Air Cooling,124.7 cc,9 Bhp @ 7000 rpm,10.35 Nm @ 4000 rpm,1,2005 mm,735 mm,1070 mm,790 mm,150 mm,1265 mm,125 kg,13.6 litres,52.4 mm,57.8 mm,4,Multi Plate Wet,Constant Mesh,130mm Drum,130mm Drum,Telescopic hydraulic shock absorbers,Swing Arm with Hydraulic Shock Absorbers,NaN,Analogue,NaN,NaN,NaN,0
214,Hero,Hero Glamour SV,"
₹ 62,250 - ₹ 69,950
",available,Commuter,Petrol,"124.7cc, Air cooled, 4 - Stroke, Single Cylinder, OHC",FI,Air-Cooled,124.7 cc,11.5 HP @ 7500 rpm,11 Nm @ 6500 rpm,1,2023 mm,766 mm,1091 mm,790 mm,159 mm,1262 mm,125 kg,10 litres,52.4 mm,57.9 mm,4,Wet Multiplate,Constant Mesh,240mm Disc,130mm Drum,Telescopic Hydraulic Shock Absorbers,5-Step Adjustable Hydraulic Shock Absorbers,NaN,Analog,NaN,Digital,NaN,1
215,Hero,Hero HF Dawn,"
₹ 37,625 - ₹ 41,500
",available,Commuter,Petrol,Air cooled 4 - stroke single cylinder OHC,NaN,Air Cooling,97.2 cc,8.2 Bhp @ 8000 rpm,8.05 Nm @ 5000 rpm,1,1965 mm,720 mm,1045 mm,805 mm,165 mm,1235 mm,109 kg,10.5 litres,50 mm,49.5 mm,4,Multiplate wet,NaN,"Drum brakes, 130 mm","Drum brakes, 110 mm",Telescopic hydraulic shock absorbers,Swing arm with 2 step adjustable hydraulic shock absorber,NaN,Analogue,NaN,NaN,NaN,0
216,Hero,Hero HF Deluxe,"
₹ 38,900 - ₹ 49,900
",available,Commuter,Petrol,"97.2cc, Air cooled, 4 - Stroke, Single Cylinder, OHC",Carburetor,Air Cooling,97.2 cc,8.2 HP @ 8000 rpm,8.05 Nm @ 5000 rpm,1,1965 mm,720 mm,1045 mm,805 mm,165 mm,1235 mm,111 kg,9.5 litres,NaN,NaN,4,Multi Plate Wet Type,Constant Mesh,130mm Drum,110mm Drum,Telescopic Hydraulic Shock Absorbers,Swing Arm with 2 Step Adjustable Hydraulic Shock Absorbers,NaN,Analogue,NaN,NaN,NaN,1
217,Hero,Hero Ignitor,"
₹ 55,200 - ₹ 63,355
",available,Commuter,Petrol,"Air cooled, 4 - stroke single cylinder OHC",CV Type,Air Cooling,124.7 cc,10.9 Bhp @ 8000 rpm,11 Nm @ 5000 rpm,1,2010 mm,710 mm,1095 mm,795 mm,175 mm,1270 mm,129 kg,9 litres,52.4 mm,57.8 mm,5,Multiplate wet,NaN,240mm Disc,130mm Drum,Telescopic Hydraulic Shock Absorbers,Swing Arm with adjustable hydraulic shock absorbers,NaN,Digital,Analogue,Digital-2,NaN,1
218,Hero,Hero Karizma,"
₹ 81,600 - ₹ 1,10,500
",available,Sports,Petrol,"Air cooled, 4- stroke single cylinder OHC, Fuel Injection, Oil Cooler",NaN,Air Cooling,223 cc,20 BHP @ 8000 rpm,19.7 NM @ 6500 rpm,1,2100 mm,805 mm,1190 mm,810 mm,145 mm,1360 mm,157 kg,15.3 litres,65.5 mm,66.2 mm,5,Multiplate Wet,NaN,"276mm Dia, Disc","240mm Dia, Disc",Telescopic Hydraulic Shock Absorbers,Swing Arm with 5 Step Adjustable GRS System,NaN,Digital,Digital,Digital-2,NaN,1
219,Hero,Hero Maestro,"
₹ 48,050 - ₹ 63,200
",available,Scooter,Petrol,"110.9cc, Air - Cooled, 4 - Stroke, Single Cylinder, OHC",NaN,Air Cooling,110.9 cc,8 HP @ 7500 rpm,8.7 Nm @ 5500 rpm,1,1841 mm,695 mm,1190 mm,775 mm,155 mm,1261 mm,110 kg,5.5 litres,NaN,NaN,Automatic,Automatic Clutch,Variomatic Drive (2.51 - 0.85),Internal expanding shoe type 130mm drum,Internal expanding shoe type 130mm drum,"Telescopic, Hydraulic Shock Absorbers",Unit Swing with Spring Loaded Hydraulic Damper,NaN,Analog,NaN,Digital,Digital,1
220,Hero,Hero Passion Pro,"
₹ 47,850 - ₹ 55,575
",available,Commuter,Petrol,"Air-cooled, 4-stroke single cylinder OHC","Side Draft, Variable Venturi Type with TCIS",Air Cooling,97.2 cc,8.2 Bhp @ 8000 rpm,8.05 Nm @ 5000 rpm,1,1980 mm,725 mm,1075 mm,795 mm,165 mm,1235 mm,116 kg,12.80 litres,50 mm,49.50 mm,4,Multi Plate Wet,NaN,240mm Disc,130mm Drum,Telescopic Hydraulic Shock Absorbers,Swing arm with 5 step adjustable shock absorber,NaN,Analogue,NaN,Digital-2,NaN,1
221,Hero,Hero Passion xPro,"
₹ 49,800 - ₹ 59,900
",available,Commuter,Petrol,"109.15cc, Air cooled, 4 - Stroke, Single Cylinder, OHC",NaN,Air Cooling,109.15 cc,9.38 HP @ 7500 rpm,9 Nm @ 5500 rpm,1,1966 mm,774 mm,1087 mm,790 mm,165 mm,1245 mm,119 kg,8.2 litres,53 mm,49.5 mm,4,Multi-Plate Wet,Constant Mesh,240mm Disc,130mm Drum,Telescopic Hydraulic Shock Absorbers,Swing Arm with 5-Step Adjustable Hydraulic Shock Absorbers,NaN,Analogue,NaN,Digital-2,NaN,1
222,Hero,Hero Pleasure,"
₹ 45,600 - ₹ 49,300
",available,Scooter,Petrol,"102cc, Air- cooled, 4 - Stroke, Single Cylinder, OHC",NaN,Air Cooling,102 cc,6.9 HP @ 7000 rpm,8.10 Nm @ 5000 rpm,1,1750 mm,705 mm,1115 mm,765 mm,125 mm,1240 mm,101 kg,5 litres,50 mm,52 mm,Automatic,"Dry, Automatic Centrifugal Clutch",NaN,Internal Expanding Shoe Type (130 mm),Internal Expanding Shoe Type (130 mm) Integrated Braking System (IBS),Bottom Link with Spring-loaded Hydraulic Damper,Unit Swing with Spring-loaded Hydraulic Damper,NaN,Analogue,NaN,NaN,NaN,1
223,Hero,Hero Splendor,"
₹ 50,580 - ₹ 60,750
",available,Commuter,Petrol,"124.7cc, Air Cooling, 4 Stroke, OHC, Single Cylinder",NaN,Air Cooling,124.7 cc,11.1 HP @ 7500 rpm,11 Nm @ 6500 rpm,1,2008 mm,740 mm,1080 mm,790 mm,161.7 mm,1261.8 mm,125 kg,13 litres,52.4 mm,57.8 mm,4,Multi-Plate Wet Clutch,Constant Mesh,"Drum, 130mm","Drum, 130mm",Telescopic Hydraulic Shock Absorbers,5-Step Adjustable Hydraulic Shock Absorbers,NaN,Analog,NaN,NaN,NaN,1
224,Hero,Hero Splendor Plus,"
₹ 49,500 - ₹ 55,200
",available,Commuter,Petrol,"97.2cc, Air cooled, 4 - Stroke, Single Cylinder, OHC",NaN,Air Cooling,97.2 cc,8.36 HP @ 8000 rpm,8.05 Nm @ 5000 rpm,1,2000 mm,720 mm,1040 mm,785 mm,159 mm,1230 mm,113 kg,10.5 litres,NaN,NaN,4,Multi Plate Wet,Constant Mesh,Internal Expanding Shoe Type (130 mm) - Non Asbestos type,Internal Expanding Shoe Type (130 mm) - Non Asbestos type,Telescopic Hydraulic Shock Absorbers,Swing Arm with 5 Step Adjustable Hydraulic Shock Absorber,NaN,Analogue,NaN,NaN,NaN,NaN
225,Hero,Hero Splendor Pro,"
₹ 47,505 - ₹ 51,476
",available,Commuter,Petrol,"Air-cooled, 4-stroke single cylinder OHC","Side draft, Variable type with TCIS",Air Cooling,97.2 cc,8.2 Bhp @ 8000 rpm,8.05 Nm @ 5000 rpm,1,1970 mm,720 mm,1040 mm,785 mm,159 mm,1230 mm,112 kg,11 litres,50 mm,49.5 mm,4,Multi Plate Wet,NaN,Internal Expanding Shoe Type (130mm),Internal expanding shoe type (110mm),Telescopic Hydraulic Shocks,Swing arm with 5 step Adjustable Hydraulic Shock Absorbers,NaN,Analogue,NaN,NaN,NaN,1
226,Hero,Hero XPulse,"
₹ 94,000 - ₹ 1,60,000
",available,Touring,Petrol,"199.6cc, Air-Cooled, 4-Stroke, 2-Valve, Single Cylinder, OHC",CV Carburetor (Venturi Dia.32),Air Cooled,199.6 cc,18.4 HP @ 8000 rpm,17.1 Nm @ 6500 rpm,1,2120 mm,807 mm,1090 mm,799 mm,177 mm,1392 mm,150 kg,13 litres,66.5 mm,57.5 mm,5,Multi Plate Wet Clutch,Constant Mesh,276mm Single Disc,220mm Single Disc,"Telescopic (37 mm Dia), Anti Friction Bush",7 Step Rider-Adjustable Monoshock,NaN,Digital,Digital,Digital,Digital,1
227,Hero,Hero Xtreme,"
₹ 71,930 - ₹ 99,400
",available,Sports Commuter,Petrol,"149.2cc, Air-Cooled, 4-Stroke, Single Cylinder, OHC",NaN,Air Cooling,149.2 cc,15.6 BHP @ 8500 rpm,13.50 NM @ 7000 rpm,1,2100 mm,780 mm,1080 mm,800 mm,163 mm,1325 mm,147 kg,12.10 litres,57.3 mm,57.8 mm,5,Multiplate wet,NaN,240mm Disc,220mm Disc,Telescopic Hydraulic Type,Rectangular Swing Arm with 5 step Adjustable Gas Reservoir Suspension,NaN,Digital,Analogue,Digital-2,NaN,1
228,Hero,Hero Aava,"
₹ 55,000
",expected,Scooter,Petrol,"Forced Air Cooled, 4-Stroke Cylinder OHC Engine",NaN,Forced Air Cooled,124.6 cc,9.4 BHP @ 7500 rpm,9.8 NM @ 6500 rpm,1,1820 mm,975 mm,1180 mm,NaN,155 mm,NaN,114 kg,6 litres,NaN,NaN,Automatic,NaN,NaN,"Hydraulic Disk Brake 200 mm Dia, 2-pistons caliper",Internal Expanding Shoe Type (130 mm) Drum Brake,"Telescopic Hydraulic Shock Absorbers Dia 30, Stroke 70mm",Single Hydraulic Shock Absorber,NaN,Digital,NaN,Digital,NaN,1
229,Hero,Hero Dare,"
₹ 55,000
",expected,Scooter,Petrol,"Forced Air Cooled, 4-Stroke Cylinder OHC Engine",NaN,Forced Air Cooled,124.6 cc,9.4 BHP @ 7500 rpm,9.8 NM @ 6500 rpm,1,1820 mm,975 mm,1180 mm,NaN,155 mm,NaN,114 kg,6 litres,NaN,NaN,Automatic,NaN,NaN,"Hydraulic Disk Brake 200 mm Dia, 2-pistons caliper",Internal Expanding Shoe Type (130 mm) Drum Brake,"Telescopic Hydraulic Shock Absorbers Dia 30, Stroke 70mm",Single Hydraulic Shock Absorber,NaN,Digital,NaN,Digital,NaN,1
230,Hero,Hero Dewlet,"
₹ 48,000
",expected,Scooter,NaN,"111cc, 4-stroke (expected)",NaN,Air Cooling,111 cc,8.3 BHP (expected),9.4 NM (expected),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.00 litres,NaN,NaN,Automatic,NaN,NaN,Drum,Drum,Telescopic Hydraulic Shock Absorbers,Single Adjustable Hydraulic Shock Absorbers,NaN,Analogue,None,None,NaN,1
231,Hero,Hero Hastur,"
₹ 4,00,000
",expected,Naked,Petrol,Liquid Cooled DOHC 4 Valve Parallel Twin,NaN,Liquid Cooling,620 cc,78.9 BHP @ 9600 rpm,72 NM @ 7750 rpm,2,2015 mm,820 mm,1120 mm,NaN,130 mm,NaN,160 kg,15 litres,NaN,NaN,6,NaN,NaN,"Dual 4 piston radial callipers, Dual 300mm rotors",Single piston calliper 220mm rotor,"43mm Inverted Fork, Adjustable",Adjustable monoshock,3.80 secs,Digital,Digital,Digital,Digital,1
232,Hero,Hero HX250R,"
₹ 1,40,000 - ₹ 1,60,000
",expected,Sports,Petrol,"4 – stroke single cylinder DOHC, Liquid cooled, engine",NaN,Liquid Cooling,249 cc,31 BHP @ 9000 rpm,23 NM @ 7000 rpm,1,2085 mm,735 mm,1145 mm,NaN,145 mm,1370 mm,139 kg,12.90 litres,81 mm,48.5 mm,6,Multi-plate Wet,Constant Mesh,"300 mm Disc, three piston caliper","220 mm Disc, linked",Telescopic Hydraulic Shock Absorbers,"Single shock, 5 Step adjustable Pre Load, Shim Valve Damping",NaN,Digital,Digital,Digital-2,NaN,1
233,Hero,Hero RnT,"
₹ 80,000
",expected,Scooter,Diesel,Liquid Cooled 4 stroke turbocharged direct injection diesel,NaN,Liquid Cooling,150 cc,13.5 BHP @ 4000 rpm,35 NM @ 1600 rpm,1,2029 mm,739 mm,1077 mm,NaN,168 mm,NaN,136 kg,6 litres,NaN,NaN,6,NaN,NaN,"Hydraulic, multi-piston caliper, 300 mm rotor","Hydraulic, single-piston caliper, 220 mm rotor",37mm Telescopic Hydraulic Forks,Swing Arm with Adjustable Hydraulic Shock Absorber,NaN,Digital,Analogue,Digital-2,NaN,1
234,Hero,Hero XF3R,"
₹ 1,75,000
",expected,Naked,Petrol,"300cc, liquid cooled, fuel injected, 4 stroke SI engine",Fuel Injection,Liquid-cooled,300 cc,Not Revealed,Not Revealed,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,Multi-plate Wet,NaN,Disc,Disc,USD Telescopic Forks,Mono-shock,NaN,Digital,Digital,Digital,Digital,1
235,Hero,Hero ZIR,"
₹ 85,000
",expected,Scooter,Petrol,Liquid Cooled 4-Stroke Cylinder OHC Engine,NaN,Liquid Cooling,157.1 cc,14.1 BHP @ 8500 rpm,12.7 NM @ 7000 rpm,1,2085 mm,745 mm,1385 mm,NaN,155 mm,NaN,139 kg,9 litres,NaN,NaN,Automatic,NaN,NaN,"Hydraulic Disk Brake 225 mm Dia , 2-pistons floating caliper","Hydraulic Disk Brake 220 mm Dia, single piston floating caliper","Telescopic Hydraulic Shock Absorbers Dia 35 mm, 88 mm",Swinging engine and adjustable dual shock-absorbers (5 positions) – 74 mm stroke,NaN,Digital,Analog,Digital,Digital,1
236,Hero,Hero Achiever (2015),"
₹ 60,425
",discontinued,Commuter,Petrol,"Air-cooled, 4-stroke single cylinder OHC",CV with Throttle Sensor,Air Cooling,149.1 cc,13.4 Bhp @ 8000 rpm,12.80 Nm @ 5000 rpm,1,2040 mm,760 mm,1120 mm,800 mm,160 mm,1290 mm,134 kg,12.50 litres,57.3 mm,57.8 mm,5,Multiplate wet Type,NaN,240mm Disc,130mm Drum,Telescopic hydraulic shock absorbers,Rectangular swing arm with adjustable hydraulic shock absorber,NaN,Analogue,NaN,NaN,NaN,0
237,Hero,Hero Hunk,"
₹ 71,020 - ₹ 74,120
",discontinued,Sports Commuter,Petrol,"Air cooled, 4 - stroke single cylinder OHC",CV Type with Carburettor Controlled Variable Ignition - Mukini,Air Cooling,149.2 cc,15.6 Bhp @ 8500 rpm,13.50 Nm @ 7000 rpm,1,2080 mm,765 mm,1095 mm,800 mm,163 mm,1325 mm,146 kg,12.40 litres,57.3 mm,57.8 mm,5,Multiplate Wet,Constant Mesh,240mm Disc,220mm Disc,Telescopic Hydraulic Shock Absorbers,Rectuangular Swing Arm with 5 step adjustable Inverted Gas Reservoir Suspension,NaN,Digital,Analog,NaN,Digital,1
